method,eta,tau,budget,start_id,x0,y0,execution_status,raw_x,raw_y,grad_norm,lambda1,lambda2,n_outer_updates,terminal_category,endpoint,stop_reason,failure_reason,certification_reason,source
HiSD,7.943282347242822e-05,0.002,2000000,31,-0.5046875000000001,1.2093749999999999,completed,0.06601892969891557,0.184040941474114,9.823221087508679e-07,-1005.136367197093,762.7329007133155,643,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,30,-0.5140625000000001,1.2093749999999999,completed,0.06601892973471685,0.18404094141713778,9.752267693279206e-07,-1005.1363669614392,762.7329008099705,644,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,29,-0.5234375,1.2093749999999999,completed,0.06601892970341625,0.18404094147812608,9.869227259959464e-07,-1005.136367212933,762.7329007156693,645,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,63,-0.5046875000000001,1.228125,completed,0.06601892968555309,0.18404094146231223,9.687197016902702e-07,-1005.136367150511,762.7329007062309,645,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,28,-0.5328125000000001,1.2093749999999999,completed,0.06601892970055034,0.18404094147560843,9.840123788084515e-07,-1005.1363672029978,762.7329007141377,647,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,62,-0.5140625000000001,1.228125,completed,0.06601892969188358,0.18404094146794178,9.751837221484908e-07,-1005.1363671727356,762.7329007095537,648,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,0,-0.7953125000000001,1.2093749999999999,completed,-2.628045771263902,1.7869725685257405,9.99852620114731e-07,-3153.363698190852,238.0743259273001,5661,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,1,-0.7859375000000001,1.2093749999999999,completed,-2.6280457712568603,1.7869725685300812,9.97867803418885e-07,-3153.36369819363,238.07432591930464,5667,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,2,-0.7765625,1.2093749999999999,completed,-2.628045771253374,1.7869725685322309,9.968852530818548e-07,-3153.363698195003,238.07432591534604,5673,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,32,-0.7953125000000001,1.228125,completed,-2.6280457712528915,1.7869725685325288,9.96749495711586e-07,-3153.3636981951945,238.07432591479898,5673,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,3,-0.7671875,1.2093749999999999,completed,-2.6280457712539365,1.7869725685318847,9.97043967587787e-07,-3153.363698194783,238.07432591598538,5679,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,33,-0.7859375000000001,1.228125,completed,-2.628045771259958,1.786972568528172,9.98741008501489e-07,-3153.3636981924074,238.07432592282157,5679,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,4,-0.7578125,1.2093749999999999,completed,-2.628045771259312,1.7869725685285696,9.985589002438928e-07,-3153.363698192662,238.07432592208858,5685,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,64,-0.7953125000000001,1.246875,completed,-2.6280457712594143,1.7869725685285067,9.985877330708057e-07,-3153.363698192622,238.07432592220454,5685,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,34,-0.7765625,1.228125,completed,-2.6280457712189893,1.786972568461495,9.989461075446457e-07,-3153.363698199559,238.0743258283385,5686,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,5,-0.7484375000000001,1.2093749999999999,completed,-2.6280457712169842,1.7869725684627835,9.983745578162397e-07,-3153.3636982003536,238.07432582608936,5692,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,65,-0.7859375000000001,1.246875,completed,-2.628045771261886,1.7869725685269828,9.992844019384045e-07,-3153.363698191646,238.07432592501104,5693,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,35,-0.7671875,1.228125,completed,-2.628045771214461,1.7869725684644058,9.976546862205078e-07,-3153.363698201356,238.07432582325904,5694,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,6,-0.7390625000000001,1.2093749999999999,completed,-2.628045771211413,1.786972568466365,9.967855020748852e-07,-3153.3636982025673,238.07432581984014,5700,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,96,-0.7953125000000001,1.265625,completed,-2.6280457712139937,1.7869725684647058,9.975217078756163e-07,-3153.363698201542,238.07432582273427,5700,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,36,-0.7578125,1.228125,completed,-2.628045771217678,1.7869725684623374,9.985724848036149e-07,-3153.363698200079,238.07432582686766,5702,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,66,-0.7765625,1.246875,completed,-2.628045771220086,1.7869725684607893,9.992591937193565e-07,-3153.363698199124,238.07432582956872,5702,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,7,-0.7296875,1.2093749999999999,completed,-2.628045771214076,1.7869725684646531,9.97544964664183e-07,-3153.3636982015096,238.0743258228268,5708,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,7.943282347242822e-05,0.002,2000000,97,-0.7859375000000001,1.265625,completed,-2.6280457712196137,1.7869725684610938,9.991241274435194e-07,-3153.3636981993113,238.07432582903894,5710,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
