method,eta,tau,budget,start_id,x0,y0,execution_status,raw_x,raw_y,grad_norm,lambda1,lambda2,n_outer_updates,terminal_category,endpoint,stop_reason,failure_reason,certification_reason,source
HiSD,5.011872336272725e-05,0.002,2000000,31,-0.5046875000000001,1.2093749999999999,completed,0.06601892974181521,0.18404094144014838,9.903057663853585e-07,-1005.1363670542971,762.7329007990563,1004,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,30,-0.5140625000000001,1.2093749999999999,completed,0.066018929714665,0.1840409414721509,9.902162937877224e-07,-1005.1363671874154,762.7329007355817,1005,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,63,-0.5046875000000001,1.228125,completed,0.06601892975078834,0.18404094144747693,9.99142611663268e-07,-1005.1363670831515,762.732900804336,1006,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,29,-0.5234375,1.2093749999999999,completed,0.06601892971735146,0.18404094147451086,9.929443372606895e-07,-1005.1363671967293,762.7329007370166,1007,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,62,-0.5140625000000001,1.228125,completed,0.06601892971111879,0.18404094146910815,9.866521370709965e-07,-1005.1363671754165,762.7329007336232,1009,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,28,-0.5328125000000001,1.2093749999999999,completed,0.06601892972111269,0.18404094147781333,9.967628794148656e-07,-1005.1363672097623,762.7329007390277,1011,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,0,-0.7953125000000001,1.2093749999999999,completed,-2.628045771268537,1.7869725685054254,9.986851487374879e-07,-3153.363698187314,238.07432592345376,7213,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,1,-0.7859375000000001,1.2093749999999999,completed,-2.628045771246868,1.786972568461261,9.999252058386005e-07,-3153.3636981902237,238.07432586883766,7220,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,2,-0.7765625,1.2093749999999999,completed,-2.628045771245359,1.7869725684622235,9.994978674501685e-07,-3153.363698190823,238.07432586714125,7228,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,32,-0.7953125000000001,1.228125,completed,-2.628045771240014,1.7869725684656323,9.979841272691224e-07,-3153.363698192942,238.07432586113157,7228,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,3,-0.7671875,1.2093749999999999,completed,-2.6280457712644387,1.786972568507972,9.97532948545491e-07,-3153.363698188932,238.07432591881118,7237,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,33,-0.7859375000000001,1.228125,completed,-2.628045771266124,1.7869725685069247,9.980067984098268e-07,-3153.3636981882664,238.07432592072064,7237,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,64,-0.7953125000000001,1.246875,completed,-2.628045771246821,1.7869725684612914,9.999118041813413e-07,-3153.3636981902428,238.07432586878537,7244,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,5.011872336272725e-05,0.002,2000000,4,-0.7578125,1.2093749999999999,completed,-2.628045771271305,1.7869725685037046,9.99463288782826e-07,-3153.363698186221,238.0743259265893,7245,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
