method,eta,tau,budget,start_id,x0,y0,execution_status,raw_x,raw_y,grad_norm,lambda1,lambda2,n_outer_updates,terminal_category,endpoint,stop_reason,failure_reason,certification_reason,source
HiSD,0.0031622776601683794,0.002,2000000,0,-0.7953125000000001,1.2093749999999999,completed,-5.094137498971949,2.564220960336043,1067003.4057070864,293895.57776230096,5452445.824876251,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,1,-0.7859375000000001,1.2093749999999999,completed,-4.742215479868868,3.000389552951754,204077.7567052215,78447.5095802245,895379.3777350466,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,2,-0.7765625,1.2093749999999999,completed,-4.547367661680949,2.2783541784559005,87420.82305120195,24754.569305655707,399164.5588389698,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,13,-0.6734375,1.2093749999999999,completed,-5.442444227014223,2.1584945532627065,9830519.034491314,2047308.612187489,58115640.636767596,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,14,-0.6640625,1.2093749999999999,completed,-4.7701292515561695,3.8139041553334367,546640.1385926387,255164.93173388246,2297564.1107928297,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,15,-0.6546875000000001,1.2093749999999999,completed,-3.615311235145508,4.363076311203672,89836.64818294634,47299.8774619103,339169.02247406676,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,16,-0.6453125000000001,1.2093749999999999,completed,-3.6915117273850617,4.067817248080766,40857.20574014218,24056.72820215542,144805.12753888182,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,17,-0.6359375,1.2093749999999999,completed,-4.051835479662417,3.726187757939048,41885.05127730485,24795.817532806275,148069.70525956084,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,18,-0.6265625,1.2093749999999999,completed,-4.624969805919545,3.277789587752088,152133.8369740077,67019.14397058141,627957.3835707088,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,22,-0.5890625,1.2093749999999999,completed,-3.588582140628173,7.014980678956013,98100860213.24884,19926218005.866478,693810262230.0154,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,23,-0.5796875,1.2093749999999999,completed,-8.208098964947132,10.019967488996969,5.5257691881092325e+25,1.1086394522734198e+25,5.3180204484468534e+26,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,24,-0.5703125,1.2093749999999999,completed,-15.463924082956481,17.289609607164262,1.9699918064290107e+85,2.2111551163913613e+84,3.473950428092516e+86,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,25,-0.5609375000000001,1.2093749999999999,completed,-30.084176376488738,38.330719233647656,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,26,-0.5515625000000001,1.2093749999999999,completed,-70.14191560049227,79.26808275122477,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,27,-0.5421875,1.2093749999999999,completed,-144.74056659733512,130.6387936716671,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,28,-0.5328125000000001,1.2093749999999999,completed,-213.341601692619,154.5955524509672,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,29,-0.5234375,1.2093749999999999,completed,-217.29735920675597,127.0578957648043,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,30,-0.5140625000000001,1.2093749999999999,completed,-170.50609497592086,82.13998973151178,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,31,-0.5046875000000001,1.2093749999999999,completed,-119.45779640074984,49.0531432756274,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,34,-0.7765625,1.228125,completed,-4.944020181898708,2.9116744323691597,493670.1843609994,166293.63549832837,2315151.92646621,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,46,-0.6640625,1.228125,completed,-5.358820884780405,3.00610899595777,3866705.9700616216,1129135.3928175156,20034344.988766134,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,47,-0.6546875000000001,1.228125,completed,-3.3031388962610104,4.830753660686935,365314.15377978544,146491.24176996326,1594205.1408806194,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,48,-0.6453125000000001,1.228125,completed,-2.8421407083526797,4.485619226987561,63976.23033009124,26639.606319299503,267096.9763882502,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,52,-0.6078125000000001,1.228125,completed,-4.061283038088659,3.1130671048834384,15551.47203225039,9013.717757977012,57502.77438348657,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,53,-0.5984375000000001,1.228125,completed,-4.766826694248705,2.714789395212211,212886.94185750315,71992.98019119499,974588.4359429283,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,56,-0.5703125,1.228125,completed,-2.485431682168704,6.716780897302798,26865468232.02341,4357436514.101242,200521001213.96838,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,57,-0.5609375000000001,1.228125,completed,-6.920281829016153,9.827534456019004,7.440568502849248e+22,1.4102852016949168e+22,7.003244600877334e+23,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,58,-0.5515625000000001,1.228125,completed,-14.992855053082787,16.336450356114067,3.2176103930944195e+77,3.823453191522701e+76,5.388999818804345e+78,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,59,-0.5421875,1.228125,completed,-30.844836412702556,37.45001399756261,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,60,-0.5328125000000001,1.228125,completed,-76.45093065250403,83.76531405707976,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,61,-0.5234375,1.228125,completed,-166.2897956320576,143.7817663345732,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,62,-0.5140625000000001,1.228125,completed,-243.6262310753068,166.54896896053262,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,63,-0.5046875000000001,1.228125,completed,-234.85936075632304,127.72093981384815,,,,2,numerical_breakdown,U,state_safeguard,source_norm2_gt_5,nonfinite_derivatives_or_residual,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,68,-0.7578125,1.246875,completed,-4.7026582336856855,3.3666610461467403,227481.06942861987,98557.54927659979,953361.7193011054,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
HiSD,0.0031622776601683794,0.002,2000000,69,-0.7484375000000001,1.246875,completed,-2.1903792139899565,4.827183719788234,349506.2257435494,88260.77495466165,1755026.0304850596,2,state_safeguard,U,state_safeguard,source_norm2_gt_5,raw_state_verified,run.py:numpy-batch
