method,eta,tau,budget,start_id,x0,y0,execution_status,raw_x,raw_y,grad_norm,lambda1,lambda2,n_outer_updates,terminal_category,endpoint,stop_reason,failure_reason,certification_reason,source
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,26,-0.5515625000000001,1.2093749999999999,completed,0.06601892867589212,0.18404094170056026,9.999973677962415e-07,-1005.1363682281974,762.7328991802634,525402,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,60,-0.5328125000000001,1.228125,completed,0.06601892869606321,0.18404094170637747,9.999845938171207e-07,-1005.1363682497,762.7328992014765,526076,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,27,-0.5421875,1.2093749999999999,completed,0.06601892873728168,0.1840409417173086,9.99976535743673e-07,-1005.1363682897507,762.7328992456614,526183,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,28,-0.5328125000000001,1.2093749999999999,completed,0.06601892877709731,0.18404094172662705,9.99970869963466e-07,-1005.1363683233899,762.7328992894311,526825,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,61,-0.5234375,1.228125,completed,0.06601892876840983,0.18404094172471958,9.999917650860205e-07,-1005.1363683165617,762.7328992797704,526937,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,29,-0.5234375,1.2093749999999999,completed,0.06601892880252792,0.18404094173194385,9.999720436989418e-07,-1005.1363683422927,762.7328993179433,527303,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,62,-0.5140625000000001,1.228125,completed,0.0660189288122887,0.18404094173387595,9.999946669195964e-07,-1005.1363683491063,762.7328993289818,527630,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,30,-0.5140625000000001,1.2093749999999999,completed,0.06601892882063799,0.18404094173543414,9.999812120396704e-07,-1005.1363683545499,762.7328993385074,527683,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,95,-0.5046875000000001,1.246875,completed,0.06601892879888384,0.18404094173121233,9.999715723489917e-07,-1005.1363683397077,762.7328993138309,527697,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,31,-0.5046875000000001,1.2093749999999999,completed,0.06601892883643615,0.18404094173826424,9.999830996982312e-07,-1005.1363683643684,762.732899356635,528010,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,63,-0.5046875000000001,1.228125,completed,0.06601892883896841,0.18404094173871635,9.999984791168027e-07,-1005.1363683659365,762.732899359542,528131,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,18,-0.6265625,1.2093749999999999,completed,0.06601892895205685,0.18404094175299843,9.99993307186753e-07,-1005.1363684119076,762.7328994945426,536625,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,19,-0.6171875,1.2093749999999999,completed,0.06601892896785286,0.18404094175417837,9.99992142595683e-07,-1005.1363684150128,762.7328995141137,536673,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,17,-0.6359375,1.2093749999999999,completed,0.0660189289395803,0.18404094175192706,9.99997593777717e-07,-1005.1363684088875,762.7328994792061,536762,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
SI-pHiSD,1.9952623149688786e-05,0.002,2000000,52,-0.6078125000000001,1.228125,completed,0.0660189289735833,0.18404094175455163,9.999877159431267e-07,-1005.1363684159164,762.7328995212616,536920,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
