method,eta,tau,budget,start_id,x0,y0,execution_status,raw_x,raw_y,grad_norm,lambda1,lambda2,n_outer_updates,terminal_category,endpoint,stop_reason,failure_reason,certification_reason,source
HiSD,3.9810717055349695e-05,0.002,2000000,31,-0.5046875000000001,1.2093749999999999,completed,0.06601892973607927,0.18404094144155045,9.875612766579326e-07,-1005.1363670606173,762.7329007903446,1258,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,29,-0.5234375,1.2093749999999999,completed,0.06601892972071544,0.1840409414719973,9.935900655656606e-07,-1005.1363671861415,762.7329007436089,1259,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,30,-0.5140625000000001,1.2093749999999999,completed,0.0660189297179503,0.18404094146960046,9.907986267203374e-07,-1005.1363671766862,762.7329007421033,1259,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,63,-0.5046875000000001,1.228125,completed,0.06601892971152284,0.18404094146405714,9.84324013075735e-07,-1005.1363671548232,762.7329007385783,1260,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,62,-0.5140625000000001,1.228125,completed,0.06601892971386691,0.18404094146612496,9.86708609724289e-07,-1005.1363671629847,762.7329007398233,1265,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,28,-0.5328125000000001,1.2093749999999999,completed,0.06601892971264081,0.18404094146507774,9.854786538068096e-07,-1005.1363671588555,762.732900739142,1266,success_index1,S_L,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,0,-0.7953125000000001,1.2093749999999999,completed,-2.628045771270558,1.7869725684981257,9.989032359178757e-07,-3153.363698185924,238.07432592259,8511,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,1,-0.7859375000000001,1.2093749999999999,completed,-2.6280457712493845,1.786972568465743,9.98744820462647e-07,-3153.3636981898235,238.074325874843,8520,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,2,-0.7765625,1.2093749999999999,completed,-2.6280457712729426,1.786972568496639,9.99573500246988e-07,-3153.363698184982,238.07432592528946,8529,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,32,-0.7953125000000001,1.228125,completed,-2.628045771266882,1.7869725685004156,9.978702178042183e-07,-3153.3636981873756,238.07432591842868,8529,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,3,-0.7671875,1.2093749999999999,completed,-2.6280457712718905,1.7869725684972957,9.992778696058015e-07,-3153.3636981853965,238.07432592409924,8539,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,33,-0.7859375000000001,1.228125,completed,-2.628045771272431,1.7869725684969588,9.994296974776217e-07,-3153.3636981851837,238.07432592471065,8539,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,64,-0.7953125000000001,1.246875,completed,-2.6280457712537286,1.7869725684629794,9.999729045182445e-07,-3153.3636981881014,238.07432587973054,8548,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,4,-0.7578125,1.2093749999999999,completed,-2.6280457712467875,1.7869725684673954,9.980105560435392e-07,-3153.363698190852,238.07432587192145,8550,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,34,-0.7765625,1.228125,completed,-2.6280457712677343,1.7869725684998847,9.981097061843147e-07,-3153.363698187039,238.0743259193934,8551,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,5,-0.7484375000000001,1.2093749999999999,completed,-2.6280457712680567,1.786972568499684,9.982003830910699e-07,-3153.363698186912,238.07432591975845,8561,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,65,-0.7859375000000001,1.246875,completed,-2.6280457712461813,1.7869725684677804,9.978393682256389e-07,-3153.3636981910913,238.07432587123898,8562,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,35,-0.7671875,1.228125,completed,-2.628045771269764,1.7869725684986202,9.986800881770168e-07,-3153.363698186237,238.0743259216918,8563,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
HiSD,3.9810717055349695e-05,0.002,2000000,96,-0.7953125000000001,1.265625,completed,-2.628045771248068,1.786972568466581,9.983725477280164e-07,-3153.3636981903446,238.0743258733619,8572,success_index1,S_H,gradient_tolerance,,raw_state_verified,run.py:numpy-batch
